크레딧명,인명,배역,기타,인명DB연계정보,KMDb 영화정보관리번호
기타스탭,김휘진,배급/마케팅,㈜엣나인필름,221710,A10098
기타스탭,2018 AND BIFF 메세나펀드,제작지원,선정작,,A10098
기타스탭,서울영상위원회 2018년도 서울배경독립영화,제작지원,,,A10098
기타스탭,영화진흥위원회 2019년도 독립예술영화,제작지원,,,A10098
기타스탭,DMZ국제다큐멘터리영화제,제작지원,,,A10098
기타스탭,영화진흥위원회 2021년 독립예술영화,개봉지원,,,A10098
촬영팀,김태형,데이터매니저,롤앤세이브,,K15832
촬영팀,김진한,1차 촬영팀1st,,182221,K15832
촬영팀,염지민,,,186630,K15832
촬영팀,김영만,2차 촬영팀1st,,191547,K15832
촬영팀,천경람,,,221695,K15832
촬영팀,김태근,,,,K15832
촬영팀,김계중,드론촬영,,1926,K15832
촬영팀,김대선,드론촬영,,5713,K15832
촬영팀,성시영,키그립,young grip,167343,K15832
촬영팀,김두영,그립어시스트,,134389,K15832
촬영팀,김진호,그립,,214428,K15832
촬영팀,무비파킹,촬영장비,,,K15832
현장편집,백경원,,,148852,K15832
현장편집,고봉곤,,,170471,K15832
현장편집,김태형,,롤앤세이브,,K15832
출연,황동희,이태성,,215875,K22831
출연,권해성,양호열,,23758,K22831
출연,박지원,강혜나,,,K22831
출연,윤대희,강병진,,221666,K22831
출연,오상훈,J관장,,442,K22831
출연,오성태,민훈,,148349,K22831
출연,서범식,민훈 체육관 관장,,406,K22831
출연,이대한,민수,,219455,K22831
출연,이형직,짱구파 두목,,,K22831
출연,한그림,이여사,,221667,K22831
출연,오경택,복싱남,,185904,K22831
출연,류관영,주짓수남/폐차장파이터3,,,K22831
출연,차재근,카페파이터1,,23804,K22831
출연,문기환,카페파이터2,,,K22831
출연,박성빈,카페파이터3,,8521,K22831
출연,서이삭,병원 환자1,,,K22831
출연,김영우,병원 환자2,,,K22831
각본,김수정,,,,K30043
조명,이정훈,,,184637,K24624
분장,김영래,,,221739,K24624
출연,이봉균,,,202326,K24624
출연,김도하,도하,,199524,K24624
출연,한채율,채린,,,K24624
출연,신주아,아역채린,,,K24624
출연,김세호,간 할아버지,,,K24624
출연,김나윤,뇌할머니/4중주멤버,,221738,K24624
출연,이지한,폐아저씨/4중주멤버,,221740,K24624
출연,김단아,혈관언니/4중주멤버,,215894,K24624
출연,민지희,요도,,,K24624
출연,길별은,췌장,,,K24624
출연,이예빈,방광,,222377,K24624
출연,강민휘,해마,,,K24624
출연,진도희,지한엄마,,,K24624
출연,정목화,마담,,,K24624
출연,김영훈,선배,,221743,K24624
출연,박정후,후배,,,K24624
출연,고미서,친구의사,,,K24624
출연,조성범,의사,,,K24624
출연,권기은,금수저/딸들의4중주멤버,,221741,K24624
출연,최예승,은수저/딸들의4중주멤버,,221742,K24624
출연,손서인,팬/딸들의4중주멤버,,223333,K24624
출연,김만희,진상남,,,K24624
출연,김리안,진상녀,,,K24624
출연,도수민,건반여/딸들의4중주멤버,,,K24624
출연,박준성,팬,,42086,K24624
출연,조주연,채린엄마,,,K24624
출연,김도연,3살 채린,,,K24624
출연,정용현,광부,,48326,K24624
출연,양재철,앵커,,,K24624
감독,하지연,,,,K30042
출연,박준호,,,,K30042
출연,정민영,,,,K30042
출연,이현서,,,,K30042
출연,어주선,,,15804,K30042
편집,김수정,,,,K30043
조감독,안임주,,,,K30043
출연,안젤라 프로스,내레이션,Angela Froese,,K24597
프로듀서,김병우,,Brian W Kim,174346,K24597
촬영,김병우,,,174346,K24597
기타스탭,imR Lab,DCP,,,A10113
기타스탭,권혁구,DCP,,,A10113
기타스탭,김헌,영어번역,,,A10113
기타스탭,달시 파켓,영어번역감수,,,A10113
기타스탭,21세기자막단,영어자막,,,A10113
기타스탭,이승준,한글자막,,,A10113
기타스탭,㈜스튜디오 디에이치엘,국내배급,,,A10113
기타스탭,이성우,배급마케팅 책임,,221756,A10113
기타스탭,이화배,배급마케팅 책임,,40564,A10113
기타스탭,권지은,배급마케팅 진행,,223299,A10113
기타스탭,김선애,배급마케팅 진행,,223300,A10113
기타스탭,이연주,배급마케팅 지원,,198778,A10113
기타스탭,KT 알파,해외세일즈,,,A10113
기타스탭,박지훈,해외배급총괄,,217841,A10113
촬영팀,김기영,촬영지원,,221536,A09259
촬영팀,박형진,촬영지원,,,A09259
촬영팀,이일주,촬영지원,,,A09259
촬영팀,최인석,촬영지원,,,A09259
촬영팀,황승윤,촬영지원,,212363,A09259
색보정,강민우,,,,K20470
편집팀,김종훈,편집지원,,,K20470
각본,반다,,,221468,A11165
각본,한국뇌병변장애인인권협회,,,,A11165
촬영,박종필,,,1904,A11165
편집,반다,,,221468,A11165
편집,박종필,,,1904,A11165
감독,반다,,,221468,A11165
기획,장애인차별금지추진위원회,,,,A11165
감독,김율하,,,,A11166
기타스탭,김의겸,1st 어시스턴트,영상제작,,A10651
기타스탭,최경헌,2nd 어시스턴트,영상제작,,A10651
기타스탭,김예지,2nd 어시스턴트,영상제작,,A10651
기타스탭,황윤선,2nd 어시스턴트,영상제작,,A10651
기타스탭,장찬수,3rd 어시스턴트,영상제작,,A10651
기타스탭,김세진,3rd 어시스턴트,영상제작,,A10651
기타스탭,고은규,지미집,영상제작,,A10651
기타스탭,안한진,지미집,영상제작,,A10651
기타스탭,지성민,지미집,영상제작,,A10651
기타스탭,구교원,지미집,영상제작,,A10651
기타스탭,손승현,Digital Intermediate Head of Studio,영상제작 Westworld Magic,18987,A10651
기타스탭,최은석,Colorists,영상제작 Westworld Magic,164069,A10651
기타스탭,이호우,Digital Image Mastering,영상제작 Westworld Magic,47966,A10651
기타스탭,정고은,Marketing Director,영상제작 Westworld Magic,169330,A10651
기타스탭,민소운,DI Producer,영상제작 Westworld Magic,165065,A10651
기타스탭,정희진,Sound Engineer,영상제작 Westworld Magic,,A10651
감독,이혜린,,,224126,K29891
색보정팀,The Mill,Color Provided by,,,A09059
색보정팀,Damien Van Der Cruyssen,Colorist,,,A09059
색보정팀,Elias Nousiopoulos,Color Assist,,,A09059
감독,우혜민,,,,K29873
색보정팀,Megan Rumph,Color Producer,,,A09059
색보정팀,Scott Frace,Color Engineer,,,A09059
출연,이강재,,,33653,K30049
출연,이동훈,,,,K30049
출연,한주영,,,,K30049
출연,양진혁,,,,K30049
출연,하태환,,,,K30049
출연,김한슬기,,,,K30049
출연,최옥화,,,,K30049
출연,김현승,,,,K30049
출연,이유림,여고등1,,205830,K22851
출연,손혜림,여고등2,,,K22851
출연,신혜지,여고등3,,,K22851
출연,정윤서,,,218592,K22851
출연,엄윤정,,,,K30050
출연,최창준,,,,K30050
출연,전광준,,,,K30050
출연,김수현,,,,K30050
촬영팀,이정훈,촬영B,,184637,K24624
촬영팀,장하은,조수,,,K24624
촬영팀,염지호,조수,,,K24624
출연,권성연,,,,K30050
출연,김지혜,,,,K30050
출연,김현진,,,,K30050
감독,문선주,,,,K30051
각본,방형석,,,,K30052
감독,방형석,,,,K30052
감독,김시우,,,217601,K28734
출연,금제영,응급차 건달3,,,K21240
마케팅/홍보팀,김지연,온라인옥외 홍보,,212217,A08983
마케팅/홍보팀,당현진,티켓관리언론,,,A08983
마케팅/홍보팀,김율,온라인홍보지원,,,A08983
마케팅/홍보팀,황다솜,티켓관리지원,,,A08983
기획,최지원,,,,K30156
기획,서예빈,,,,K30156
기획,김민재,,,,K30156
기획,윤도진,,,,K30156
출연,김동혁,방관자,,,K30156
출연,윤도진,피해자,,,K30156
출연,김민재,가해자1,,,K30156
출연,최재원,가해자2,,,K30156
출연,김민재,가해자3,,,K30156
기타스탭,국립현대무용단,공연기획제작,,,A08983
기타스탭,문화체육관광부,제작지원,,,A08983
기타스탭,안성수,안무/예술감독,국립현대무용단,,A08983
기타스탭,박찬호,플로어작화,나무 스테이지,,A08983
기타스탭,심나래,제작코디네이터,국립현대무용단,,A08983
기타스탭,김양희,홍보인쇄물/홍보마케팅 TF팀 팀원,국립현대무용단,,A08983
기타스탭,임소영,사무국장,국립현대무용단,,A08983
기타스탭,송영철,경영팀 팀장,국립현대무용단,,A08983
기타스탭,강정우,경영팀 팀원,국립현대무용단,,A08983
기타스탭,방형일,경영팀 팀원,국립현대무용단,,A08983
기타스탭,이예나,경영팀 팀원,국립현대무용단,,A08983
기타스탭,정하늘,경영팀 팀원,국립현대무용단,,A08983
기타스탭,곽아람,기획팀 팀장,국립현대무용단,,A08983
기타스탭,배해영,기획팀 팀원,국립현대무용단,,A08983
기타스탭,안수진,기획팀 팀원,국립현대무용단,,A08983
기타스탭,윤여창,기획팀 팀원,국립현대무용단,,A08983
기타스탭,이다희,기획팀 팀원,국립현대무용단,,A08983
기타스탭,강혜린,기획팀 연수단원,국립현대무용단,,A08983
기타스탭,차지민,기획팀 연수단원,국립현대무용단,,A08983
기타스탭,임영숙,홍보마케팅 TF팀 팀장,국립현대무용단,,A08983
기타스탭,김지연,홍보마케팅 TF팀 팀원,국립현대무용단,,A08983
기타스탭,당현진,홍보마케팅 TF팀 팀원,국립현대무용단,,A08983
기타스탭,김율,홍보마케팅 TF팀 연수단원,국립현대무용단,,A08983
기타스탭,황다솜,홍보마케팅 TF팀 연수단원,국립현대무용단,,A08983
기타스탭,이주희,연습감독,국립현대무용단,,A08983
기타스탭,양하정,연수단원,국립현대무용단,,A08983
기타스탭,조성일,연수단원,국립현대무용단,,A08983
기타스탭,최석중,공연부장,예술의전당 CJ토월극장,,A08983
기타스탭,박남석,공연무대팀장,예술의전당 CJ토월극장,221819,A08983
기타스탭,권규완,무대감독,예술의전당 CJ토월극장,,A08983
기타스탭,신누리,무대감독,예술의전당 CJ토월극장,,A08983
기타스탭,손명성,무대기계,예술의전당 CJ토월극장,221820,A08983
기타스탭,김승연,무대기계,예술의전당 CJ토월극장,,A08983
기타스탭,이보만,무대조명,예술의전당 CJ토월극장,,A08983
기타스탭,정동권,무대조명,예술의전당 CJ토월극장,,A08983
기타스탭,한국란,무대음향,예술의전당 CJ토월극장,221817,A08983
기타스탭,이강진,무대음향,예술의전당 CJ토월극장,,A08983
기타스탭,고효진,번역,,,A08983
스토리보드,조수원,,,221821,K23096
특수효과,장현국,CEO,FX Solution,221397,A09939
각본,이태구,,,,K29612
프로듀서,이태구,,,,K29612
조감독,김동연,,,219516,K29611
동시녹음,김현서,,,,K29611
감독,김현석,,,,K30090
감독,임일진,,,219699,A11186
출연,김형일,,,,A11186
출연,장기현,,,,A11186
연출부,문병관,,,,K25389
연출부,김지윤,,,221728,K25389
연출부,최효정,,,,K25389
각본,이희찬,,,224417,K30091
기타스탭,원창성,제작지원,,171755,K15417
촬영,이희찬,,,224417,K30091
감독,권희정,,,,K30089
각본,권희정,,,,K30089
촬영,전예림,,,,K30091
연출부,이희찬,,,,K30091
기획,최동철,,,,A11268
연출부,전예림,,,,K30091
편집팀,박수민,Edit,CIC,220127,K24932
연출부,하주형,,,,K30091
연출부,옥예은,,,,K30091
연출부,강연호,,,,K30091
연출부,주은성,,,,K30091
연출부,하형석,,,,K30091
각본,고지성,,,,K29975
편집,고수호,,,,K29975
사운드(음향),남궁동근,,,,K29975
미술,우진성,,,,K30124
촬영,공한별,,,,K30124
출연,니엘,엘,,45670,K23093
출연,이보림,제이,,,K23093
출연,최규진,오지,,218183,K23093
의상/분장팀,김주은,분장/헤어,,,K22373
편집팀,이은지,편집보조,XtoZ,221607,K22373
편집팀,김유진,편집보조,XtoZ,,K22373
음악팀,musiq13,음악/작곡/편곡/뮤직 사운드 디자인/MIDI Sequencing,,,K22373
음악팀,박수호,피아노,,,K22373
음악팀,김시은,피아노,,,K22373
음악팀,오영찬,기타,,,K22373
출연,김선아,선아,,206856,K23093
출연,정애연,이모,,40574,K23093
조명,임혜빈,,,,K29615
각본,김명수,,,,K29614
출연,마현지,,,,K29614
출연,김명수,,,,K29614
조명,김승현,,,,K29641
출연,신영규,래퍼 스푼,,201780,K23093
출연,정기성,래퍼 나이프,,195456,K23093
출연,석영훈,래퍼 포크,,,K23093
출연,천현진,현진,,,K23093
출연,유수정,수정,,217267,K23093
출연,성민아,아르바이트생,,216528,K23093
출연,박성현,싱어,,204897,K23093
출연,이동현,공연장 남1,,219001,K23093
출연,원근수,공연장 남2,,202994,K23093
출연,김석영,레퍼 A,,205829,K23093
출연,이왕수,프로듀서,,211158,K23093
출연,이채림,10대 소녀,,,K23093
출연,정헌영,노트북남,,,K23093
출연,정영도,기획실장,,204661,K23093
출연,이병훈,J 매니저,,202840,K23093
출연,박용제,취객남 친구1,,211964,K23093
출연,오현석,취객남 친구2,,221794,K23093
출연,요요미,L의 팬,,,K23093
출연,김병춘,소속사 대표,특별출연,12964,K23093
출연,조상기,마실장,특별출연,711,K23093
출연,김도연,10대 소녀 엄마,특별출연,,K23093
출연,이재윤,쿨가이,특별출연,152924,K23093
출연,배현경,취객남,특별출연,211933,K23093
출연,최장필,뮤직비디오 감독,특별출연,,K23093
출연,제이켠,아티스트1,특별출연,,K23093
출연,우탄&우디,아티스트2,특별출연,,K23093
출연,이하랑,예진,,,K30124
출연,최예진,친구 1,,,K30124
출연,조연우,친구 2,,,K30124
출연,김다은,친구 3,,,K30124
출연,윤수혁,친구 4,,,K30124
제작부,황순심,제작부장,,219949,K22661
조명,이용정,,,216300,K29431
각본,노아란,,,,K29434
제작자,최홍석,,,,K29435
연출부,이수아,,,213224,K29313
편집,양다영,,,,K29435
색보정,민지현,,,,K29435
각본,이원영,,,206732,K29397
감독,손영규,,,,K29392
각본,손영규,,,,K29392
프로듀서,박은서,,,,K29436
촬영,지영재,,,,K29436
미술,조수빈,,,223713,K29437
편집,조성균,,,189679,K29313
연출부,염지희,,,212908,K29313
연출부,유혜빈,,,206496,K29313
연출부,정혜원,,,210018,K29313
색보정,전시형,,,203470,K29313
음악,Chin Kyo-joon,Composer,,,K23509
각본,홍관흥,,,221352,K29571
감독,김지연,,,,A11055
감독,디디에 유,,Didier yoo,,A11055
출연,김지연,,,,A11055
출연,디디에 유,,,,A11055
사운드(음향),디디에 유,,,,A11055
의상,박정진,Costume Supervisor,,177879,K23509
감독,김도예,,,216254,K29546
색보정,엄태식,,U5K Imageworks,184435,K25591
촬영,서유인,,,,K29576
편집,서유인,,,,K29576
출연,윤진,산 속의 남자,,,K23149
사운드(음향),이호철,,,206825,K29576
사운드(음향),서유인,,,,K29576
감독,홍관흥,,,,K29571
프로듀서,양성열,,,221354,K29571
촬영,양성열,,,221354,K29571
미술,성연화,,,206253,K29576
출연,박태양,술 집 남자,,221612,K23149
편집,구양욱,,,221357,K29577
음악팀,M&FC Studio,Recording Studio,,,A08440
음악팀,Studio M,Mixing Studio,,,A08440
각본,최하은,,,,K29578
음악,구양욱,,,221357,K29577
동시녹음,이진욱,,,183212,K29577
조명,김영재,,,216693,K29577
미술,이서연,,,220090,K29577
편집,최하은,,,,K29578
편집,정윤호,,,217004,K23509
각본,김하은,,,221338,K29496
프로듀서,전은채,,,,K29577
편집,김민규,,,,K29578
조감독,조현수,,,,K29510
촬영,김재현,,,,K29510
